p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	seurat_ref_annotations
1.24468453674309e-48	9.33194700671311	0.02	0	4.17442299932896e-44	BOC	NK
1.24468453674309e-48	9.33194700671311	0.02	0	4.17442299932896e-44	AL391684.1	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	AL357556.4	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	RBMS3-AS3	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	SEMA3F	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	PPEF2	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	AC096711.2	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	AC091887.1	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	ABLIM3	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	MESTIT1	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	SMIM10L2B	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	AC137834.2	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	JPH4	NK
1.24468453674309e-48	8.74698450599195	0.02	0	4.17442299932896e-44	AC007673.1	NK
5.90069321370653e-36	5.43886221062962	0.06	0.001	1.9789744900129e-31	TCN1	NK
5.95867829810669e-25	8.33194700671311	0.02	0	1.99842152761902e-20	MARCKS	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	FOXP1-AS1	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	AC080013.1	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	AP000777.3	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	ARHGAP20	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	AL161756.3	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	RDH12	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	ASPHD1	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	AC116348.2	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	KCNQ2	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	ADGRE3	NK
6.01883946585041e-25	7.74698450599195	0.02	0	2.01859838005691e-20	TRPM2-AS	NK
6.90624591077709e-22	6.33194700671311	0.04	0.001	2.31621675355642e-17	COL23A1	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	TMEM200B	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	LY75-CD302	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	REELD1	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	AL353804.1	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	AC025031.2	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	MUCL1	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	SAMD15	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	ADAMTS7	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	AC119396.2	NK
5.14735376709407e-17	7.16202200527079	0.02	0	1.72631950640801e-12	AC022150.1	NK
1.40627322813917e-16	4.87251538807581	0.04	0.001	4.71635915253314e-12	IL17RB	NK
2.47050185494332e-14	5.93962958393435	0.04	0.001	8.28556912110892e-10	LDB2	NK
4.96148960529316e-13	6.74698450599195	0.02	0	1.66398438382322e-08	GLP1R	NK
4.96148960529316e-13	6.74698450599195	0.02	0	1.66398438382322e-08	AL357874.2	NK
4.96148960529316e-13	6.74698450599195	0.02	0	1.66398438382322e-08	LINC01637	NK
4.98646643568162e-13	6.42505641110459	0.02	0	1.6723611131989e-08	TRAJ48	NK
1.23718907459744e-12	3.45747788879696	0.1	0.008	4.14928471838488e-08	TRDV3	NK
1.02223449847371e-10	3.28755288735465	0.06	0.004	3.42837006098114e-06	FFAR3	NK
1.02421565601715e-10	5.08401949326952	0.04	0.002	3.43501446715032e-06	AC079336.5	NK
1.24924430461233e-10	6.42505641110459	0.02	0	4.18971554880884e-06	NRIR	NK
1.24924430461233e-10	6.42505641110459	0.02	0	4.18971554880884e-06	CCDC74B	NK
1.24924430461233e-10	6.42505641110459	0.02	0	4.18971554880884e-06	KLB	NK
1.24924430461233e-10	6.42505641110459	0.02	0	4.18971554880884e-06	FGFR4	NK
