Gene	Expression
1	RNR2	313.820445341477
2	MALAT1	154.765328109326
3	B2M	136.612101007995
4	TMSB4X	129.171191080429
5	ACTB	107.579061909213
6	RPL41	96.7010562854342
7	EEF1A1	92.4644945854498
8	COX1	85.8724141130024
9	COX2	74.3178202147211
10	SCGB1A1	73.697683503689
11	RPLP1	71.3897348626791
12	RPS27	70.7142041404456
13	RPL10	64.2356660252373
14	RNR1	62.2575007611606
15	HLA-C	60.2478927082301
16	RPL28	56.3480011208658
17	CD74	53.1849483302897
18	ND3	52.213188859942
19	RPL13	49.5362120317866
20	RPS15A	48.2741131040931
21	RPL39	46.1546443871457
22	HLA-A	44.9222090025188
23	ACTG1	41.9147698870156
24	RPL30	41.4668435807807
25	RPS12	40.1862262678157
26	TMSB10	39.9530972328571
27	RPS26	38.753154311711
28	ATP6	38.7449812976326
29	RPL32	38.5778876038561
30	RPL19	38.1686517139841
31	RPS4X	36.3840301972908
32	RPL34	36.0090856200534
33	RPL11	35.7656283424449
34	RPS18	33.9789096133944
35	RPS3	32.5922422473167
36	RPL18A	32.1037584101182
37	RPS19	31.6601222987719
38	FOS	30.7416036215185
39	RPS23	30.699091125077
40	RPS8	30.594606930334
41	ND4	30.5346415445287
42	CYTB	30.3897562873186
43	RPS15	29.7629889644596
44	RPS27A	29.7532181497569
45	TPT1	29.5705260836498
46	RPS24	29.4564339969742
47	ATP8	27.7481874104372
48	COX3	27.4207566370951
49	RPL12	27.2125167511023
50	ND4L	27.1272956491838
51	RPL26	27.1129399345767
52	PFN1	26.9561805273316
53	RPS14	26.7950038011751
54	RPL29	26.7251143199173
55	DNAJB1	26.6276811136518
56	RPL36	26.4053497471826
57	RPS13	26.4005485417032
58	PTMA	26.1722542562779
59	RPS3A	25.7102111028108
60	RPL35A	25.1559400281621
61	HSPA1A	25.0452100644459
62	RPL7A	24.9936268385588
63	JUN	24.5573748065998
64	RPL37	24.3829706975429
65	RPS21	24.2150375767225
66	RPS25	23.9872267800744
67	FAU	23.6098769072746
68	GZMK	23.5559691105697
69	RPL18	22.9410279277568
